Q2_3_Fold,MAE_3,RMSD_3,Q2_5_Fold,MAE_5,RMSD_5,Q2_LOOCV,MAE_LOOCV,RMSD_LOOCV,MAE_random_mean,MAE_random_std,RMSD_random_mean,RMSD_random_std,MAE_onehot,RMSD_onehot,MAE_global_shuffle,RMSD_global_shuffle,MAE_real,RMSD_real
0.6529940925834469,0.16456161769373798,0.2143939047530988,0.7096879213149823,0.15285457210743988,0.19773347881376543,0.7291507783873405,0.14117786231404775,0.191055212253622,0.36614628620498163,0.03961788210025531,0.4192940767405336,0.03858842630774007,0.35346731492559996,0.38747420802510535,0.33921194872965765,0.4027864444778345,0.15285457210743988,0.19773347881376543
