combination,r2,adj_r2,q2,mae,rmsd,threshold,model,predictions
"('cross_12_0', 'para_12_0', '0_angle_[23, 1, 3]')",0.1029346391153938,-0.08929365250273613,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x0000026F0922C0D0>,"[0.58896002 0.48523855 0.83268184 0.52766065 0.44729534 0.51975231
 0.54847194 0.4671346  0.48689637 0.63489951 0.47049788 0.62564704
 0.46449663 0.2673202  0.84320782 0.69654196 0.65811436 0.550983  ]"
"('cross_12_0', 'para_12_0', '0_dihedral_[23, 1, 2, 3]')",0.6649067118089371,0.5931010071965666,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x0000026F0922C0D0>,"[ 0.24992747 -0.45501025  1.03295758  0.41740011  0.1356315   0.90555112
  0.64728815  0.49261995  0.79817308  0.80280947  0.82850504  0.72380618
  0.56051889  0.37917197  0.38787583  0.54448811  0.70199284  0.96209296]"
"('cross_12_0', 'para_12_0', '0_bond_length_1-2')",0.32384236957361445,0.17895144876796043,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x0000026F0922C0D0>,"[ 0.68366015 -0.10119325  0.71952102  0.62765427  0.37110167  0.69000189
  0.73435545  0.47041363  0.6018372   0.80618884  0.6386062   0.73368548
  0.22705853  0.17214083  0.82396093  0.75122392  0.61503399  0.55054925]"
"('cross_12_0', 'para_12_0', '0_bond_length_1-23')",0.12175925963790957,-0.06643518472539545,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x0000026F0922C0D0>,"[0.48503821 0.70347661 0.92520006 0.45528011 0.41613055 0.55177854
 0.51730276 0.43477203 0.48652994 0.6358262  0.48680349 0.59826028
 0.54101373 0.25012251 0.78962022 0.67666942 0.61059904 0.55137631]"
"('cross_12_0', 'para_12_0', '0_bond_length_1-3')",0.549100282623112,0.45247891461377876,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x0000026F0922C0D0>,"[ 0.40990405  0.23261685  0.81497112  0.59405683  0.13921065  0.923424
  0.70304454  0.3679246   0.57345751  0.95434684  0.69856406  0.6999236
  0.01713213 -0.04691669  0.60543528  1.11196772  0.55300234  0.76373455]"
"('cross_12_0', 'para_12_0', '0_bond_length_3-8')",0.8210625183282904,0.7827187722557811,0.7403742989680387,0.19199151677260917,0.21550978335729004,0.7,<modeling.LinearRegressionModel object at 0x0000026F0922C0D0>,"[-0.00926819  0.23376934  1.26068325  0.52402645 -0.08113614  1.14601261
  0.53592485  0.43334135  0.60851681  0.91251205  0.86870448  0.65352987
  0.41756739  0.15436401  0.30033439  1.01249584  0.2101965   0.93422513]"
"('cross_12_0', 'para_12_0', 'aniso')",0.29688296090093813,0.14621502395113917,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x0000026F0922C0D0>,"[0.4885639  0.20041726 0.71497463 0.60842967 0.3721226  0.65062285
 0.73928373 0.397836   0.66048212 0.82795367 0.55981909 0.6006066
 0.16682687 0.0887296  0.82627423 0.94892734 0.64892259 0.61500727]"
"('cross_12_0', 'para_12_0', 'iso')",0.12160176473789308,-0.0666264285325584,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x0000026F0922C0D0>,"[0.38303113 0.34389351 0.87039373 0.64677795 0.41836928 0.48806275
 0.58484637 0.39542195 0.59066296 0.60036662 0.44533845 0.55960662
 0.59596568 0.46516945 0.86930826 0.62098214 0.72945915 0.50814399]"
"('cross_12_0', 'para_12_0', 'energy')",0.503593860579153,0.397221116417543,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x0000026F0922C0D0>,"[0.19875494 0.21174249 0.78625619 0.21186349 0.30065069 1.03615506
 0.76227358 0.32678809 0.64181147 0.75420381 0.86742957 0.47026476
 0.30194986 0.12783561 0.67028012 1.13014695 0.81862361 0.4987697 ]"
"('cross_12_0', 'Frequency_Stretch_3_8', 'Amplitude_Stretch_3_8')",0.5764743211187591,0.48571881850135035,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x0000026F0922C0D0>,"[ 0.4491654  -0.11112292  0.49192163  0.7162559   0.17906096  1.07667261
  0.82290176  0.43499518  0.6372271   1.00912259  0.94560924  0.61411539
  0.12645186  0.2074101   0.29511429  0.87066823  0.63627254  0.71395816]"
"('cross_12_0', 'Frequency_Stretch_3_8', 'dipole_x_23-1-3')",0.581180444168605,0.4914333964904489,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x0000026F0922C0D0>,"[ 0.46634687 -0.06574611  0.48241324  0.7341644   0.115502    1.07446205
  0.87880962  0.43295034  0.73660868  1.0109117   0.94408958  0.60179572
  0.10260009  0.18491546  0.37668915  0.85179163  0.58817284  0.59932274]"
"('cross_12_0', 'Frequency_Stretch_3_8', 'dipole_y_23-1-3')",0.5708583409459553,0.47889941400580294,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x0000026F0922C0D0>,"[ 0.4283975  -0.05177987  0.48932847  0.7054399   0.15376182  1.08641043
  0.78241279  0.45200557  0.65578941  1.02353644  0.88407137  0.61938158
  0.0911611   0.18201977  0.33375671  0.93642049  0.62671301  0.71697352]"
"('cross_12_0', 'Frequency_Stretch_3_8', 'dipole_z_23-1-3')",0.5914056264315197,0.503849689238274,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x0000026F0922C0D0>,"[ 0.48599824 -0.03771994  0.51216432  0.53614723  0.09575015  1.03752702
  0.88125154  0.41100953  0.72778998  0.99165284  0.91040976  0.6058407
  0.08676181  0.149414    0.38242174  0.88450978  0.57737636  0.87749496]"
"('cross_12_0', 'Frequency_Stretch_3_8', 'total_dipole_23-1-3')",0.5865058708594704,0.4978999860436426,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x0000026F0922C0D0>,"[ 0.33747233 -0.04262643  0.47899752  0.73536768  0.17031274  1.10279599
  0.78345068  0.4801354   0.64010399  1.03442137  0.90419547  0.64105697
  0.13093704  0.19444805  0.23352149  0.89197537  0.64571819  0.75351613]"
"('cross_12_0', 'Frequency_Stretch_3_8', 'dipole_x_2-1-23')",0.5797411494946845,0.48968568152925973,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x0000026F0922C0D0>,"[ 0.42701443 -0.03069513  0.47310238  0.74027249  0.13014091  1.09581654
  0.82068606  0.46287672  0.67223822  1.04213735  0.90516501  0.64792929
  0.09260967  0.16867141  0.31156553  0.86011403  0.64075696  0.65539814]"
"('cross_12_0', 'Frequency_Stretch_3_8', 'dipole_y_2-1-23')",0.5762503148475415,0.4854468108863005,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x0000026F0922C0D0>,"[ 0.4764564  -0.08516568  0.49367271  0.71073762  0.12593883  1.06396684
  0.87007686  0.41998057  0.74171027  0.99323967  0.94046992  0.57509173
  0.10357001  0.19593364  0.40441937  0.89526146  0.56814525  0.62229452]"
"('cross_12_0', 'Frequency_Stretch_3_8', 'dipole_z_2-1-23')",0.5925153309416686,0.5051971875720263,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x0000026F0922C0D0>,"[ 0.48733081 -0.036235    0.51673796  0.52649267  0.09496772  1.0368018
  0.88061881  0.41035104  0.72674745  0.99164053  0.90851105  0.60620803
  0.08617883  0.14793352  0.38312167  0.89012396  0.57759838  0.88067077]"
"('cross_12_0', 'Frequency_Stretch_3_8', 'total_dipole_2-1-23')",0.5865058708594704,0.4978999860436426,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x0000026F0922C0D0>,"[ 0.33747233 -0.04262643  0.47899752  0.73536768  0.17031274  1.10279599
  0.78345068  0.4801354   0.64010399  1.03442137  0.90419547  0.64105697
  0.13093704  0.19444805  0.23352149  0.89197537  0.64571819  0.75351613]"
"('cross_12_0', 'Frequency_Stretch_3_8', 'dipole_x_{23,24,25,26,27,28}-23-1')",0.568785958561471,0.4763829496817862,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x0000026F0922C0D0>,"[ 0.44992876 -0.07563954  0.48574502  0.69964583  0.14788947  1.07215422
  0.82095317  0.43296645  0.70021534  1.00234347  0.91033657  0.58823656
  0.09741298  0.19587565  0.38063953  0.9353589   0.59101264  0.680725  ]"
"('cross_12_0', 'Frequency_Stretch_3_8', 'dipole_y_{23,24,25,26,27,28}-23-1')",0.569372024491273,0.4770946011679743,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x0000026F0922C0D0>,"[ 0.43432159 -0.05854786  0.4892379   0.70074709  0.15427299  1.08232639
  0.78813956  0.44638417  0.66471941  1.01683427  0.88873957  0.60917574
  0.09217168  0.18636982  0.34669468  0.94298643  0.61686968  0.7143569 ]"
"('cross_12_0', 'Frequency_Stretch_3_8', 'dipole_z_{23,24,25,26,27,28}-23-1')",0.5687371443095316,0.4763236752330027,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x0000026F0922C0D0>,"[ 0.42585542 -0.09273314  0.51422736  0.72496391  0.16733295  1.07774425
  0.77651886  0.43187744  0.67256782  1.00006209  0.89135855  0.57482588
  0.10472864  0.20169213  0.37873839  0.96746816  0.59599225  0.70257904]"
"('cross_12_0', 'Frequency_Stretch_3_8', 'total_dipole_{23,24,25,26,27,28}-23-1')",0.5865058708594704,0.4978999860436426,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x0000026F0922C0D0>,"[ 0.33747233 -0.04262643  0.47899752  0.73536768  0.17031274  1.10279599
  0.78345068  0.4801354   0.64010399  1.03442137  0.90419547  0.64105697
  0.13093704  0.19444805  0.23352149  0.89197537  0.64571819  0.75351613]"
"('cross_12_0', 'Frequency_Stretch_3_8', 'nbo_atom_8')",0.8067498846719604,0.7653391456730948,0.4637928807941576,0.22916973242626584,0.3097130015383429,0.7,<modeling.LinearRegressionModel object at 0x0000026F0922C0D0>,"[ 0.25159835  0.1765022   0.98806578  0.54994286 -0.0870883   1.20860733
  0.77752262  0.35097885  0.75224479  1.00852633  1.00509163  0.5840622
  0.24223223  0.14080902  0.3860057   1.06440253  0.07338686  0.642909  ]"
"('cross_12_0', 'Frequency_Stretch_3_8', 'nbo_atom_1')",0.9052087163305056,0.8848962984013282,0.8252500841127273,0.1505235236445409,0.17680788818373466,0.7,<modeling.LinearRegressionModel object at 0x0000026F0922C0D0>,"[ 0.04292117 -0.03371068  1.16628452  0.56469538 -0.08198621  1.23143308
  0.65709593  0.47477517  0.73865765  0.98309483  1.04867586  0.66224138
  0.43703456  0.18649327  0.15832873  0.86897557  0.21371407  0.79707572]"
"('cross_12_0', 'Frequency_Stretch_3_8', 'nbo_atom_23')",0.8951787854552491,0.872717096624231,0.8160998668954502,0.1528683338043573,0.18137781718110424,0.7,<modeling.LinearRegressionModel object at 0x0000026F0922C0D0>,"[ 0.21860022 -0.20097719  1.15121092  0.53118625 -0.20767722  1.20067761
  0.81190618  0.31126057  0.81952994  0.99801621  1.09113453  0.60393342
  0.43129647  0.29442908  0.50129303  0.67891115  0.30830246  0.57276637]"
"('cross_12_0', 'Frequency_Stretch_3_8', 'nbo_atom_3')",0.8779632369369942,0.8518125019949215,0.7735069142903273,0.1745305949309488,0.20128926938357358,0.7,<modeling.LinearRegressionModel object at 0x0000026F0922C0D0>,"[ 0.03927643  0.10123085  1.12938979  0.58458317 -0.12602598  1.21969062
  0.65303011  0.42270355  0.68965976  0.96850006  0.96514953  0.64705637
  0.34376504  0.16938812  0.2152397   0.99859982  0.2148095   0.87975356]"
"('cross_12_0', 'Frequency_Stretch_3_8', 'hirshfeld_atom_8')",0.5710716931869015,0.4791584845840947,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x0000026F0922C0D0>,"[ 0.43806002 -0.13714159  0.49314789  0.67484278  0.17397698  1.08710904
  0.79686156  0.44075673  0.69097329  1.00331004  0.92335894  0.56289686
  0.13817483  0.23293626  0.36416608  0.9235643   0.60833933  0.70046664]"
"('cross_12_0', 'Frequency_Stretch_3_8', 'hirshfeld_atom_1')",0.5691185875477979,0.4767868563080403,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x0000026F0922C0D0>,"[ 0.42557458 -0.06301127  0.49984328  0.68728822  0.17052957  1.07667142
  0.77881201  0.44888839  0.67442536  0.99999666  0.89858562  0.58118094
  0.10312698  0.19407359  0.33966984  0.98910992  0.57675205  0.73428284]"
"('cross_12_0', 'Frequency_Stretch_3_8', 'hirshfeld_atom_23')",0.8406262526448112,0.8064747353544135,0.5360196074545288,0.21407305657377396,0.28809980426341103,0.7,<modeling.LinearRegressionModel object at 0x0000026F0922C0D0>,"[ 0.24432231 -0.43933217  1.0552836   0.56486621 -0.07038163  1.11936123
  0.76073057  0.44623183  0.82063554  0.92584183  1.04433302  0.68008202
  0.45471869  0.35107825  0.39852972  0.69107237  0.37661716  0.69180945]"
"('cross_12_0', 'Frequency_Stretch_3_8', 'hirshfeld_atom_3')",0.8752733765047067,0.8485462428985724,0.7124265663729142,0.19511246909052538,0.22681278470318142,0.7,<modeling.LinearRegressionModel object at 0x0000026F0922C0D0>,"[ 0.06067757  0.16134617  1.12557884  0.6218332  -0.14980989  1.20895549
  0.65794159  0.41657285  0.69429488  0.96836956  0.93338727  0.69979125
  0.29115506  0.11077763  0.23107215  0.98868681  0.21496655  0.88020301]"
"('cross_12_0', 'Frequency_Stretch_3_8', 'cm5_atom_8')",0.5902056089710732,0.5023925251791603,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x0000026F0922C0D0>,"[0.44530816 0.08411283 0.57617151 0.69725376 0.0900437  1.05561135
 0.79308325 0.40496336 0.67405024 0.99276566 0.85344284 0.621306
 0.02349193 0.1038728  0.3982787  1.06060223 0.50499394 0.73644773]"
"('cross_12_0', 'Frequency_Stretch_3_8', 'cm5_atom_1')",0.570874916873064,0.478919541917292,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x0000026F0922C0D0>,"[ 0.48138641 -0.10087498  0.51339755  0.67830554  0.1293621   1.06642892
  0.82554774  0.40035247  0.698781    0.99708503  0.8977618   0.57619703
  0.09135011  0.20228663  0.43718228  0.92995953  0.61093329  0.68035755]"
"('cross_12_0', 'Frequency_Stretch_3_8', 'cm5_atom_23')",0.873761755449658,0.8467107030460133,0.567329814658514,0.2025065336715797,0.2782092939265454,0.7,<modeling.LinearRegressionModel object at 0x0000026F0922C0D0>,"[ 0.20576303 -0.38804832  1.13229937  0.54955137 -0.10179085  1.1419519
  0.75334189  0.42910673  0.81300425  0.93353669  1.0585261   0.65672981
  0.47514233  0.33464836  0.37513853  0.70156714  0.35815752  0.68717415]"
"('cross_12_0', 'Frequency_Stretch_3_8', 'cm5_atom_3')",0.8804008696340517,0.8547724845556343,0.7465181940551779,0.18562710441310618,0.21294455789574998,0.7,<modeling.LinearRegressionModel object at 0x0000026F0922C0D0>,"[ 0.04700744  0.14801671  1.12948538  0.60837118 -0.14711883  1.22030589
  0.65506778  0.41625946  0.69485536  0.97192636  0.94881717  0.68289027
  0.31271119  0.12807152  0.22329686  0.98019104  0.21795455  0.87769069]"
"('cross_12_0', 'Frequency_Stretch_3_8', 'nbo_diff_8-3')",0.8681160718860664,0.8398552301473664,0.7651344714385675,0.17443508952291986,0.20497589389737195,0.7,<modeling.LinearRegressionModel object at 0x0000026F0922C0D0>,"[ 0.00174426  0.04527783  1.10830001  0.61259606 -0.105961    1.2049989
  0.61839899  0.4545237   0.66205754  0.95516534  0.93901192  0.66552174
  0.35506646  0.1852283   0.16336086  0.96618523  0.32454991  0.95977395]"
"('cross_12_0', 'Frequency_Stretch_3_8', 'nbo_diff_8-1')",0.8991083387422666,0.8774886970441809,0.82910268786744,0.14002998027080074,0.1748480387833067,0.7,<modeling.LinearRegressionModel object at 0x0000026F0922C0D0>,"[ 0.07900805  0.03709767  1.15927816  0.55087399 -0.10156946  1.23625605
  0.68508287  0.43846596  0.74712507  0.99011211  1.0462135   0.64331371
  0.40035881  0.17108964  0.21454757  0.92418991  0.14035046  0.75400594]"
"('cross_12_0', 'Frequency_Stretch_3_8', 'nbo_diff_3-1')",0.895376487474633,0.8729571633620544,0.8302259283106465,0.14393744002276093,0.17427248800382203,0.7,<modeling.LinearRegressionModel object at 0x0000026F0922C0D0>,"[ 0.03390226  0.04420609  1.15649815  0.57400758 -0.1112094   1.22746075
  0.65238651  0.44576455  0.71158337  0.97449957  1.00353206  0.65493998
  0.38952768  0.1765413   0.18709177  0.94140114  0.20791869  0.84574796]"
"('cross_12_0', 'Frequency_Stretch_3_8', 'hirshfeld_diff_8-3')",0.7947368786801445,0.7507519241116041,-3.627393225464231,0.38252043438390826,0.9098323036948576,0.7,<modeling.LinearRegressionModel object at 0x0000026F0922C0D0>,"[ 0.10828979 -0.28647672  0.86222031  0.57406172  0.06614895  1.27103058
  0.7009775   0.48657186  0.73608532  1.01243871  1.09723492  0.54168725
  0.4991457   0.37288936  0.18039062  0.70334877  0.45020651  0.73954886]"
"('cross_12_0', 'Frequency_Stretch_3_8', 'hirshfeld_diff_8-1')",0.5698059811825924,0.4776215485788622,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x0000026F0922C0D0>,"[ 0.4483509  -0.12803993  0.49575459  0.67697728  0.1656496   1.08119047
  0.80224763  0.43311923  0.69194462  1.00145063  0.91593016  0.56742921
  0.12572025  0.22481723  0.37928889  0.92779672  0.60829843  0.69787409]"
"('cross_12_0', 'Frequency_Stretch_3_8', 'hirshfeld_diff_3-1')",0.8175977031426958,0.7785114966732734,0.5785725373969166,0.22972116167804094,0.2745709370472876,0.7,<modeling.LinearRegressionModel object at 0x0000026F0922C0D0>,"[ 0.06588494  0.16298981  0.99461721  0.63978693 -0.04705529  1.19940291
  0.63203962  0.47235346  0.66448783  0.98007091  0.93313877  0.67575918
  0.27277771  0.12010686  0.14482228  1.0496904   0.24828767  0.90663881]"
"('cross_12_0', 'Frequency_Stretch_3_8', 'cm5_diff_8-3')",0.8433492386970445,0.8097812184178397,-0.24276919385630902,0.2633481416143644,0.4715072651294805,0.7,<modeling.LinearRegressionModel object at 0x0000026F0922C0D0>,"[ 3.63344575e-02 -2.46004206e-01  9.82668345e-01  5.74617664e-01
 -9.55516388e-04  1.26590929e+00  6.57187414e-01  4.79099210e-01
  7.20124402e-01  9.83388657e-01  1.05774638e+00  5.89659913e-01
  5.05404921e-01  3.54434379e-01  1.67730575e-01  7.47820779e-01
  4.09628271e-01  8.31005063e-01]"
"('cross_12_0', 'Frequency_Stretch_3_8', 'cm5_diff_8-1')",0.5810766962231335,0.49130741684237644,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x0000026F0922C0D0>,"[0.42777117 0.04546042 0.54536899 0.69813086 0.12792919 1.06270616
 0.77667472 0.43215953 0.66781597 0.99500923 0.8657644  0.61190739
 0.04909647 0.12960217 0.35613995 1.05420393 0.51977404 0.75028541]"
"('cross_12_0', 'Frequency_Stretch_3_8', 'cm5_diff_3-1')",0.8228696566940535,0.784913154557065,0.6049403034848716,0.22382600501371522,0.2658425610204704,0.7,<modeling.LinearRegressionModel object at 0x0000026F0922C0D0>,"[ 0.05894539  0.14712497  1.00458517  0.63409296 -0.04839838  1.20254099
  0.62806739  0.47306285  0.66646416  0.97792868  0.93708233  0.67512238
  0.28505114  0.12964354  0.14589095  1.04368273  0.24461118  0.91030156]"
"('cross_12_0', 'Frequency_Stretch_3_8', 'B1_1-23')",0.5681655426192409,0.4756295874662211,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x0000026F0922C0D0>,"[ 0.44623011 -0.08182118  0.49004403  0.68370983  0.14423108  1.0713186
  0.80521292  0.41930274  0.67865904  1.00026178  0.89209493  0.5875442
  0.09951898  0.2288525   0.3752545   0.97368979  0.58827588  0.71342029]"
"('cross_12_0', 'Frequency_Stretch_3_8', 'B5_1-23')",0.5676727940202455,0.4750312498817266,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x0000026F0922C0D0>,"[ 0.44856566 -0.08310475  0.50385337  0.68603969  0.15421821  1.06894233
  0.79556662  0.4286925   0.68212496  0.9964503   0.8946192   0.57919232
  0.09620903  0.19948067  0.38277107  0.96839745  0.59882369  0.71495769]"
"('cross_12_0', 'Frequency_Stretch_3_8', 'L_1-23')",0.5692858578611342,0.4769899702599486,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x0000026F0922C0D0>,"[ 0.43190532 -0.07688068  0.4920468   0.69630661  0.17029353  1.07084942
  0.81683332  0.3907015   0.72545975  0.99625197  0.89691378  0.58807316
  0.09951942  0.20712288  0.37712811  0.9613609   0.58178116  0.69013305]"
"('cross_12_0', 'Frequency_Stretch_3_8', 'loc_B5_1-23')",0.56799510536215,0.47542262793975365,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x0000026F0922C0D0>,"[ 0.44862557 -0.06387872  0.49276099  0.66871932  0.16035061  1.0770575
  0.79952989  0.43527991  0.68811359  1.0016967   0.90401406  0.58178478
  0.09606613  0.18683257  0.36503178  0.96401433  0.59578258  0.71401841]"
"('cross_12_0', 'Frequency_Stretch_3_8', 'B1_B5_angle_1-23')",0.5834545653618075,0.49419482936790915,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x0000026F0922C0D0>,"[ 0.46846047 -0.08839634  0.52901074  0.47727827  0.17193317  1.08663964
  0.78882282  0.45052702  0.70215554  1.01379607  0.91337588  0.60358467
  0.11254406  0.15253442  0.40665675  0.97751651  0.61713809  0.73222222]"
"('cross_12_0', 'Frequency_Stretch_3_8', 'B1_1-3')",0.570439628712051,0.4783909777217762,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x0000026F0922C0D0>,"[ 4.41111656e-01 -5.55111512e-16  4.91213576e-01  6.84806162e-01
  1.32573284e-01  1.08384213e+00  8.00846499e-01  4.18057348e-01
  6.82081342e-01  1.00942373e+00  9.01958511e-01  5.76127332e-01
  7.65131888e-02  1.73360661e-01  3.66273247e-01  9.77735684e-01
  5.86470583e-01  7.13405073e-01]"
"('cross_12_0', 'Frequency_Stretch_3_8', 'B5_1-3')",0.5680624713520591,0.4755044294989289,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x0000026F0922C0D0>,"[ 0.45175102 -0.05924356  0.50068804  0.68994482  0.15340326  1.07249572
  0.80047117  0.42909273  0.68467628  0.99890604  0.89488347  0.58369929
  0.08829136  0.18797617  0.38167615  0.97597229  0.56602164  0.7150941 ]"
"('cross_12_0', 'Frequency_Stretch_3_8', 'L_1-3')",0.6626024853451604,0.5903030179191233,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x0000026F0922C0D0>,"[ 0.2422953  -0.17802161  0.57880137  0.60817699  0.13255656  1.22488947
  0.75678525  0.47018775  0.69380719  1.06107204  1.06930918  0.48270326
  0.34399257  0.33341407  0.21028536  0.74631157  0.68393027  0.65530343]"
"('cross_12_0', 'Frequency_Stretch_3_8', 'loc_B5_1-3')",0.5786736621305021,0.48838944687275254,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x0000026F0922C0D0>,"[ 0.42537853 -0.10189486  0.57508419  0.65337161  0.1356975   1.02908257
  0.76273245  0.40401772  0.754611    0.95990551  0.85894207  0.55174635
  0.09136335  0.17582897  0.45742177  1.02687842  0.57284441  0.78278844]"
"('cross_12_0', 'Frequency_Stretch_3_8', 'B1_B5_angle_1-3')",0.6564130074713912,0.582787223358118,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x0000026F0922C0D0>,"[0.20663181 0.18131661 0.57135549 0.58486577 0.04779197 1.23768744
 0.7538765  0.39882257 0.60106948 1.03451033 1.04667361 0.45698631
 0.20874583 0.25464522 0.28407044 1.06106651 0.45276791 0.7329162 ]"
"('cross_12_0', 'Frequency_Stretch_3_8', 'B1_23-1')",0.6619227630864608,0.5894776408907023,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x0000026F0922C0D0>,"[0.18332221 0.18257914 0.54939691 0.6615782  0.06172843 1.26235601
 0.7578975  0.44833828 0.62422562 1.09156267 1.03258817 0.48088662
 0.22960983 0.23865513 0.17902998 0.93900041 0.48846311 0.70458178]"
"('cross_12_0', 'Frequency_Stretch_3_8', 'B5_23-1')",0.5894612567990642,0.5014886689702922,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x0000026F0922C0D0>,"[ 0.40846718 -0.20176227  0.5250632   0.65244118  0.15729754  1.0962366
  0.77812736  0.4433608   0.68904692  1.00721442  0.93743138  0.55842323
  0.18423544  0.26311757  0.33334714  0.85138953  0.7351887   0.69717407]"
"('cross_12_0', 'Frequency_Stretch_3_8', 'L_23-1')",0.607913645588587,0.5238951410718555,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x0000026F0922C0D0>,"[ 0.35199649 -0.00273649  0.49285794  0.67289982  0.08911023  1.1618865
  0.78208064  0.43349489  0.67625028  1.07482501  0.98054919  0.5488582
  0.16480363  0.20195585  0.27084216  0.7889765   0.77647513  0.65067404]"
"('cross_12_0', 'Frequency_Stretch_3_8', 'loc_B5_23-1')",0.5916214344258233,0.5041117418027854,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x0000026F0922C0D0>,"[ 0.41696072 -0.23633342  0.54164175  0.64949832  0.16025943  1.08903275
  0.77491736  0.4399092   0.69372043  0.99892766  0.92998242  0.56360729
  0.1899413   0.2710247   0.3544607   0.84974378  0.72417698  0.70432864]"
